Position Title,Date,Apply,Work Model,Location,Company,Salary,Hire Time,Graduate Time,Company Industry,Company Size,Qualifications
Summer 2026 Internship - Software Engineering,2026-03-12,https://jobright.ai/jobs/info/69b35ffdad360c0340a87a97?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
El Segundo, CA
El Segundo HQ",Radiant,$37-$37 /hr,2026-Summer,,"Clean Energy,Energy",101-250,"1. Currently pursuing a degree in computer science, physics, or a related technical discipline.
2. Familiarity with Python, C++, C#, or similar object-oriented programming languages.
3. Basic knowledge of software development practices and version control tools such as Git."
Digital Design Engineer Intern,2026-03-12,https://jobright.ai/jobs/info/69b35d60ae2a534885eabb7c?utm_source=1099&utm_campaign=Software Engineer,On Site,"Chelmsford, MA",Analog Devices,$22-$41 /hr,,,"DSP,Electronics",10000+,"1. Currently enrolled in a Bachelor’s degree program in Electrical Engineering, Computer Engineering, or Computer Science
2. Entering Junior year or later
3. Basic understanding of systems programming, IP networking, and Linux
..."
Infrastructure Engineer Intern (Compute Infrastructure - Cloud-Native ) - 2026 Start (PHD),2026-03-12,https://jobright.ai/jobs/info/68ceff8c846f0b04af67e5d6?utm_source=1099&utm_campaign=Software Engineer,On Site,"Seattle, WA",ByteDance,$$57-$$57 /hr,2026,,"Content,Data Mining",10000+,"1. Currently pursuing a PhD degree in Computer Science or a related field
2. Able to commit to working for 12 weeks during Summer 2026
3. Experience with coding in Python, Java, Golang, C#, or C++
..."
Software Engineering Intern - DRC Team,2026-03-12,https://jobright.ai/jobs/info/69b2efa7a8ac8e70ff67169e?utm_source=1099&utm_campaign=Software Engineer,On Site,"Detroit, MI",StockX,$25-$25 /hr,,,"E-Commerce,E-Commerce Platforms",501-1000,"1. Pursuing an engineering degree or equivalent related experience/training.
2. Experience working with GoLang or Node.js to build scalable APIs that communicate to databases.
3. Strong analytical, organizational and communication skills.
..."
Infrastructure Engineering Intern (T028),2026-03-12,https://jobright.ai/jobs/info/69b34db8a8ac8e70ff678832?utm_source=1099&utm_campaign=Software Engineer,On Site,"Fort Worth, TX",Tarrant Regional Water District,$18.54-$27.82 /hr,,,"Energy Management,Water",,"1. Less than one (1) year of experience
2. Microsoft Word, Excel, and PowerPoint
3. High School Diploma
..."
Software Engineer Intern,2026-03-12,https://jobright.ai/jobs/info/69a29a3e359fe034b1cde5a0?utm_source=1099&utm_campaign=Software Engineer,On Site,"Austin, TX",Saronic Technologies,N/A,,,"Artificial Intelligence (AI),Manufacturing",1001-5000,"1. Currently enrolled in a Bachelor's or Master's program in Computer Science, Software Engineering, Electrical and Computer Engineering, or a related field
2. Programming skills in Python, C++, Typescript, Javascript, or Rust
3. Basic understanding of robotics principles, autonomous systems, and sensor technologies
..."
"Intern, Software Engineering, AI",2026-03-12,https://jobright.ai/jobs/info/69b3419ea8ac8e70ff67823e?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Francisco, CA",Planet,$35-$60 /hr,,,"Aerospace,Analytics",501-1000,"1. Currently enrolled in a graduate program in the field of artificial intelligence, Machine Learning and LLMs, or a related field
2. Experience using ML methods to classify data
3. Experience with MCP, skills, and other methods to enable tool use by LLMs
..."
"Year at Palantir, Internship",2026-03-12,https://jobright.ai/jobs/info/69b303d2ad360c0340a813dd?utm_source=1099&utm_campaign=Software Engineer,On Site,"New York, NY",Palantir Technologies,$10000-$10000 /mon,,,"Analytics,Artificial Intelligence (AI)",1001-5000,"1. Pursuing or received a degree in Engineering, preferably in Computer Science, Mathematics, Software Engineering, Physics, or Data Science
2. Proficiency with one or more programming languages, such as Python, Java, C++, TypeScript/JavaScript, or similar
3. Hands-on experience applying AI (whether through coursework, personal projects, internships, or relevant extracurricular activities)"
SAP SuccessFactors iXp Intern - Software Developer (SUMMER 2026),2026-03-12,https://jobright.ai/jobs/info/69b326daae2a534885ea875d?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
San Ramon, CA
San Ramon, CA, US, 945 83",SAP,$15-$62 /hr,2026-Summer,,"Analytics,Business Intelligence",10000+,"1. Bachelor’s degree in computer science or a related engineering discipline
2. Must be currently enrolled, or recently graduated (start date must be within 6 months of graduation date) from a coding academy/bootcamp, apprenticeship, associate, bachelor’s, master’s or JD/PhD program
3. Strong technical proficiency in one or more programming languages or platforms, including Java, Node.js, Python, HTML5, and JavaScript
..."
Senior Software Engineer - Aviation Graphics,2026-03-12,https://jobright.ai/jobs/info/69964e96ce78e77b4fda4eca?utm_source=1099&utm_campaign=Software Engineer,On Site,"Chandler, AZ",Garmin,N/A,,,"Consumer Electronics,Consumer Goods",10000+,"1. Bachelor’s Degree in Computer Science, Electrical Engineering, Computer Engineering, Software Engineering, Aerospace Engineering, Math, Physics or related field AND a minimum of 5 years relevant experience OR an equivalent combination of education and experience
2. Excellent academics (cumulative GPA greater than or equal to 3.0 as a general rule)
3. Demonstrated proficiency with designing well architectured software systems and modules that support new technology or improve capability/performance of existing functionality
..."
Sr C/C++  Software Engineer - Networking team,2026-03-12,https://jobright.ai/jobs/info/69b2a7dfa8ac8e70ff66a9a3?utm_source=1099&utm_campaign=Software Engineer,On Site,"Cary, NC",Garmin,N/A,,,"Consumer Electronics,Consumer Goods",10000+,"1. Bachelor’s Degree in Computer Science, Electrical Engineering, Computer Engineering, Software Engineering, Math, Physics or related field AND a minimum of 5 years relevant experience OR an equivalent combination of education and experience
2. Excellent academics (cumulative GPA greater than or equal to 3.0 as a general rule)
3. Demonstrated proficiency with designing well architectured software systems and modules that support new technology or improve capability/performance of existing functionality
..."
Full Stack Development Intern,2026-03-12,https://jobright.ai/jobs/info/69b3356ea8ac8e70ff6776bc?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Kennesaw, GA
Georgia - Kennesaw",Tokio Marine HCC – A&H Group,N/A,,,,251-500,"1. 60 completed college hours from an accredited college or university and an average grade point average (GPA) of 3.0 or higher. Must be currently enrolled in a Bachelor’s degree program in Computer Science, Information Systems, Engineering, or related field.
2. No professional experience required. Internship, coursework, or academic project experience in software development preferred.
3. Possess and have ability to apply basic knowledge of principles, practices, and procedures
..."
SAP SuccessFactors iXp Intern - AI Software Engineer (SUMMER 2026),2026-03-12,https://jobright.ai/jobs/info/69b33224ae2a534885ea9b13?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Palo Alto, CA, US, 94304
Palo Alto, CA",SAP,$15-$62 /yr,2026-Summer,,"Analytics,Business Intelligence",10000+,1. Currently enrolled in a bachelor's or master's degree.
AP Intern,2026-03-12,https://jobright.ai/jobs/info/69b32cc5a8ac8e70ff676d7c?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Huntsville, AL
Adtran Huntsville HQ",Adtran,N/A,,,"Software,Video",1001-5000,
Computer Engineering Intern,2026-03-12,https://jobright.ai/jobs/info/69b32baba8ac8e70ff676a40?utm_source=1099&utm_campaign=Software Engineer,On Site,"Albuquerque, NM",Leidos,$48100-$86950 /yr,,,"Computer,Government",10000+,"1. Currently enrolled in a bachelor's degree program in Electro-Optics, Physics, Electrical Engineering, Mechanical Engineering, Systems Engineering, Computer Science, or Mathematics.
2. Experience with operating mechanical-electro-optical equipment such as, sources, detectors, sensors, lasers, and characterization equipment.
3. Experience with collecting, analyzing, interpreting data, writing test plans, documenting test results, and generating reports.
..."
Information Technology Summer Internship 2026,2026-03-12,https://jobright.ai/jobs/info/698e2f3ff64d441a16506a5a?utm_source=1099&utm_campaign=Software Engineer,On Site,"Egg Harbor, NJ",Spencer's,$16-$16 /hr,2026-Summer,,Lifestyle,10000+,"1. Enrollment in college for the upcoming semester
2. Completion of your sophomore year
3. Graduate students are welcome
..."
Application Development Intern,2026-03-12,https://jobright.ai/jobs/info/69bc686b5b89c002acf20cae?utm_source=1099&utm_campaign=Software Engineer,Remote,"Multi Location
United States
Virtual Office, UNAVAILABLE, US",C1,N/A,,,"Call Center,Information Technology",51-100,"1. Strong verbal, written communication skills
2. In-process BS/MS Computer Science or Electronic Engineering with a focus on software development
3. Programming skills/aptitude and knowledge of Python and Java
..."
Software Engineer Intern,2026-03-12,https://jobright.ai/jobs/info/69b326a1a8ac8e70ff6760a9?utm_source=1099&utm_campaign=Software Engineer,On Site,"Charlotte, NC",Premier Inc.,$52K-$78K /yr,,,"Health Care,Hospital",1001-5000,"1. Years of Applicable Experience - 0 or more years
2. High School Diploma or GED (Required)
3. Remain in a stationary position for prolonged periods of time
..."
Intern - Software Application Development,2026-03-12,https://jobright.ai/jobs/info/69b325f3ae2a534885ea852b?utm_source=1099&utm_campaign=Software Engineer,On Site,"Fremont, CA",Coherent Corp.,$33-$41 /hr,,,,5001-10000,"1. Bachelor’s degree in Computer Science, Computer Engineering, Electrical Engineering, Software Engineering (or related)
2. Rising Senior (completed 3 years by start)
3. Excellent written and verbal communication; able to document work and present results.
..."
Android Developer Intern,2026-03-12,https://jobright.ai/jobs/info/69b325e1ad360c0340a8458a?utm_source=1099&utm_campaign=Software Engineer,On Site,"Denver, CO",Boost Mobile,$18-$24 /hr,,,"Electronics,Mobile",251-500,"1. GPA 3.3 or above
2. Currently enrolled in an undergraduate or graduate program, in a related field of study
3. Must have 60 credit hours completed by May 2026
..."
Summer Intern - Information Technology (Production),2026-03-12,https://jobright.ai/jobs/info/69b31d9fae2a534885ea6b24?utm_source=1099&utm_campaign=Software Engineer,On Site,"New York, NY",MetroPlusHealth,$21-$26 /yr,Summer,,"Financial Services,Health Care",1001-5000,"1. Experience with SQL Server queries and stored procedures
2. Integrity and Trust
3. Customer Focus
..."
Software Engineer & Computer Science - Summer 2026 Intern (US Person Required),2026-03-12,https://jobright.ai/jobs/info/69b6745956973837413bd29a?utm_source=1099&utm_campaign=Software Engineer,Remote,United States,Honeywell,$20-$42 /hr,2026-Summer,,"Aerospace,Electronics",10000+,"1. Must be currently pursuing a bachelor’s degree (or higher) from an accredited college or university in Software Engineering, Computer Science, or similar field
2. Must graduate December 2026 or later
3. Must continue enrollment in degree program upon completion of the internship
..."
Software Summer Internship,2026-03-12,https://jobright.ai/jobs/info/69b1f463548f140066e81c1b?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Littleton, CO
Springfield, VA","Sherpa 6, Inc.",$25-$25 /hr,,,"Information Technology,Software",51-100,"1. Starting Junior or Senior year of college after summer break
2. Enrolled in a 4 year Computer Science program or equivalent
3. Familiar with REST API design / development in any programming language
..."
"Forward Deployed Software Engineer, Internship - Year at Palantir",2026-03-12,https://jobright.ai/jobs/info/69bc91225b89c002acf256c0?utm_source=1099&utm_campaign=Software Engineer,On Site,"New York, NY",Palantir Technologies,$10000-$10000 /mon,,,"Analytics,Artificial Intelligence (AI)",1001-5000,"1. Currently enrolled at a U.S. university as sophomore or junior year and looking to join us for 1 year
2. Engineering degree, preferred in fields such as Computer Science, Mathematics, Software Engineering, Physics, and Data Science
3. Proficiency with one or more programming languages, such as Python, Java, C++, TypeScript/JavaScript, or similar"
Intern - Software Application Development,2026-03-12,https://jobright.ai/jobs/info/69b32d1ca8ac8e70ff676e7a?utm_source=1099&utm_campaign=Software Engineer,On Site,"48800 Milmont Drive, Fremont, CA, 94538, US",II-VI Aerospace & Defense,$33.50-$41 /hr,,,"Aerospace,Apps",251-500,"1. Bachelor's Degree (or Master's preferred, but not required)
2. Rising Senior (completed 3 years by start)
3. Majors: Computer Science, Computer Engineering, Electrical Engineering, Software Engineering (or related)
..."
Intern - Software Application Development,2026-03-12,https://jobright.ai/jobs/info/69b32e81ae2a534885ea9433?utm_source=1099&utm_campaign=Software Engineer,On Site,"48800 Milmont Drive, Fremont, CA, 94538, US",Coherent Corp.,$33.50-$41 /hr,,,,5001-10000,"1. Bachelor's Degree
2. Education Level Required: Bachelor’s (or Master’s preferred, but not required)
3. Rising Senior (completed 3 years by start)
..."
Summer 2026 Software Engineering and Innovation Intern,2026-03-12,https://jobright.ai/jobs/info/69b32f39a8ac8e70ff677062?utm_source=1099&utm_campaign=Software Engineer,Hybrid,Feeding Children Everywhere - HQ,U.S. Hunger,N/A,2026-Summer,,"Charity,Food and Beverage",11-50,"1. Actively pursuing a degree in Computer Science, Software Engineering, or related technical field.
2. Experience with or strong interest in backend development using C# and Python.
3. Eagerness to explore AI, automation, and modern cloud-native architecture.
..."
Fall 2026 Software Engineering and Innovation Intern,2026-03-12,https://jobright.ai/jobs/info/69b330baae2a534885ea975e?utm_source=1099&utm_campaign=Software Engineer,Hybrid,Feeding Children Everywhere - HQ,U.S. Hunger,N/A,2026-Fall,,"Charity,Food and Beverage",11-50,"1. Actively pursuing a degree in Computer Science, Software Engineering, or related technical field.
2. Experience with or strong interest in backend development using C# and Python.
3. Eagerness to explore AI, automation, and modern cloud-native architecture.
..."
Solutions Engineer - Intern,2026-03-12,https://jobright.ai/jobs/info/69963013e0bddb6acac49007?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Piscataway, NJ
Piscataway, NJ USA",SHI International Corp.,$20-$20 /hr,,,"Hardware,Information Technology",5001-10000,"1. Currently enrolled as a junior or senior in good academic standing working towards a bachelor’s degree.
2. Must be available to participate for the full 12-week internship duration.
3. Must be able to work onsite as required by the internship program.
..."
Application Engineering Internship (Summer 2026),2026-03-12,https://jobright.ai/jobs/info/695b4e86f1f8465b79f168ba?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Lehi, UT
Louisville, KY
Atlanta, GA
Duluth, GA",Waystar,N/A,2026-Summer,,"Finance,Health Care",1001-5000,"1. Students who are passionate about software development
2. Problem-solving skills
3. Ability to build tools that make a real impact in the healthcare technology space
..."
"Intern, Software",2026-03-12,https://jobright.ai/jobs/info/69b2f866ad360c0340a807ad?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Boston, MA
Boston, Massachusetts",Strand Therapeutics,$30-$33 /hr,,,"Biotechnology,Life Science",101-250,"1. On track to graduate with a B.S. or M.S. in Computer Science, Computational Biology, Bioengineering, Data Science, or a related discipline
2. Background in biology/chemistry is highly desired; experience in the biotechnology industry is a strong plus.
3. Comfortable using programming languages, especially Python and JavaScript. Experience with web frameworks like Django or Flask for backend development and/or Vue or React for frontend development is a plus.
..."
Embedded Software Engineer Intern,2026-03-12,https://jobright.ai/jobs/info/69ba304d56973837413faf92?utm_source=1099&utm_campaign=Software Engineer,On Site,"Flightwave - Torrance, CA 90503",Red Cat Holdings,$26.44-$44 /hr,,,"Blockchain,Drone Management",101-250,"1. Bachelor’s Degree in Electrical Engineering, Computer Science, or any related field or Bachelor’s degree in progress in these fields.
2. Embedded programming skills: 1+ year(s) of Experience with C, C++, or Rust demonstrated through coursework, projects or prior internships
3. Python Experience
..."
Software Engineer Intern - Summer 2026,2026-03-12,https://jobright.ai/jobs/info/69b25ab7ae2a534885e95a70?utm_source=1099&utm_campaign=Software Engineer,On Site,"North Carolina, United States",Lenovo,N/A,2026-Summer,,"Computer,Consumer Electronics",10000+,"1. Currently pursuing a degree in Software Engineering, Computer Science, Engineering, or a related field.
2. Strong proficiency in Microsoft Office, especially advanced Excel functions (formulas, pivot tables, data analysis).
3. Programming ability (e.g., web development, scripting, or database programming).
..."
Summer Undergraduate Internship - IT Applications Development,2026-03-12,https://jobright.ai/jobs/info/69b2f2ccae2a534885ea3d90?utm_source=1099&utm_campaign=Software Engineer,On Site,"Albany, NY",Versant Health,N/A,,,"Eyewear,Health Care",1001-5000,"1. Must be currently enrolled in an Undergraduate degree program
2. Required school classifications: Current Juniors and Seniors only
3. Required GPA: 3.0 and above
..."
iOS Engineer Intern,2026-03-12,https://jobright.ai/jobs/info/69b2efbdad360c0340a801f3?utm_source=1099&utm_campaign=Software Engineer,On Site,"Detroit, MI",StockX,$25-$25 /hr,,,"E-Commerce,E-Commerce Platforms",501-1000,"1. Pursuing an engineering degree or equivalent related experience/training.
2. Good understanding of the iOS platform including common conventions.
3. Strong analytical, organizational and communication skills.
..."
Summer 2026: Mobile App Developer Intern (May to August),2026-03-12,https://jobright.ai/jobs/info/6995ac8981476f6176ad888b?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Needham, MA
Needham, MA, United States",SharkNinja,$27-$34 /hr,2026-Summer,,"Beauty,Consumer Electronics",1001-5000,"1. Current student in a related bachelor's or master’s program
2. Must be able to work a full-time, 40-hour-per-week schedule with a minimum of 3 days per week onsite in Needham, MA
3. Must have prior mobile app development or testing experience, either through classroom projects or during a prior internship or co-op experience
..."
Information Technology Intern,2026-03-12,https://jobright.ai/jobs/info/698f6e3e0f6f7e7a2ceba4ff?utm_source=1099&utm_campaign=Software Engineer,On Site,"Raleigh, NC","G&S Business Communications, a G&S Agency",N/A,,,"Data Visualization,Public Relations",51-100,"1. Foundational understanding of AI concepts, including large language models (LLMs), prompt engineering, automation workflows, or agent-based systems.
2. Familiarity with AI development or automation tools such as OpenAI, Microsoft Copilot, Zapier, Make, Power Automate, or similar low-code/no-code platforms (academic or project experience acceptable).
3. Understanding of workflow logic, API integrations, or system-to-system communication concepts.
..."
Engineering Intern,2026-03-12,https://jobright.ai/jobs/info/69b2d4a6a8ac8e70ff66dd60?utm_source=1099&utm_campaign=Software Engineer,On Site,"Santa Clara, CA",Capgemini Engineering,$10000-$10000 /wk,,,"Consulting,Information Services",10000+,"1. Currently pursuing a bachelor’s degree in one of the following disciplines: Computer Science, Computer Engineering, Engineering, Mathematics or a closely related engineering or technical discipline
2. Strong analytical mindset with an interest in data driven decision making
3. Proficiency in Python, AI assisted development tools (e.g., GitHub Copilot, Claude Code), and Microsoft Excel
..."
Mobile Software Engineering Intern,2026-03-12,https://jobright.ai/jobs/info/695ed6d10badca5763af4d78?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Auburn Hills, MI
Auburn Hills,MI,US",Whisker,N/A,,,"Consumer,Consumer Goods",501-1000,"1. Working toward a BA/BS in Computer Science, Engineering, or a related field, or equivalent practical experience
2. Familiarity with mobile app development concepts (Flutter or native)
3. Basic understanding of client–server communication and APIs
..."
Drupal Developer Intern,2026-03-12,https://jobright.ai/jobs/info/69c5842f83ea553769fcc305?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Paramus, NJ, US
Paramus, NJ",Veolia,$21-$25 /hr,,,"Electrical Distribution,Industrial",10000+,"1. High School Diploma/GED is required.
2. Currently enrolled in or recently graduated from a program in Computer Science, Web Development, or a related field.
3. Experience working with APIs or integrations.
..."
IT SAP Analyst Intern - Application & Development,2026-03-12,https://jobright.ai/jobs/info/69bc0aea45e08b3dc1f7f8ae?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Massachusetts, United States
Manchester, CT
Providence County, RI
Remote RI
Remote MA
Corporate Headquarters Manchester CT
Remote CT",Bob's Discount Furniture,$33-$33 /hr,,,"Furniture,Home Decor",1001-5000,"1. Currently pursuing or recently completed a Bachelor’s or Master’s degree in: Computer Science, Information Technology, Business (with emphasis on technology or information systems)
2. Proficiency in Microsoft Office, especially Microsoft Excel"
Software Developer Intern (Summer 2026) – Indianapolis Health,2026-03-12,https://jobright.ai/jobs/info/6996ac41ce78e77b4fdaddcb?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Indianapolis, IN
Indianapolis, Indiana, United States",Milliman,N/A,2026-Summer,,"Analytics,Consulting",1001-5000,"1. Currently working toward a Bachelor's degree or higher in Computer Science, Software Engineering, Computer Engineering, or a related field of study
2. Understanding of software engineering fundamentals (data structures, debugging, versioning, and basic design patterns)
3. Strong problem-solving skills with the ability to break down ambiguous tasks and ask clarifying questions
..."
Enterprise Architect Intern,2026-03-12,https://jobright.ai/jobs/info/69c58421aa3c2c1995e00ebb?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Paramus, NJ, US
Paramus, NJ",Veolia,$20-$25 /hr,,,"Electrical Distribution,Industrial",10000+,"1. Pursuing a Bachelor's degree in Engineering, Computer Science, or related field (junior/senior year).
2. Keen interest in enterprise architecture and strategic IT planning.
3. Basic understanding of software development concepts and methodologies.
..."
ERS Engineering Intern,2026-03-12,https://jobright.ai/jobs/info/69a625fa359fe034b1d0f75d?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Concord, NC
Concord, NC, USA",GM Performance Power Units,N/A,,,"Automotive,Electric Vehicle",51-100,"1. Mid- to upper-level student in Engineering, Computer Science, Data Science, or a similar field.
2. Solid Python skills with experience in NumPy.
3. Good communication skills and a collaborative, learning oriented mindset."
"Intern, Engineering- Mobile App Development AI (Hopkins, MN)",2026-03-12,https://jobright.ai/jobs/info/69b4001e06c1ba00c54525f6?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Hopkins, MN",Ventus ,N/A,,,"Information Technology,Network Security",51-100,"1. Currently pursuing a Bachelor's or Master's degree in Computer Science, Software Engineering, Mobile Development, or a related field.
2. Experience building mobile applications (iOS, Android, React Native, or Flutter) — even personal/class projects count.
3. Strong fundamentals in at least one programming language (JavaScript/TypeScript, Dart, Swift, or Kotlin).
..."
Student Researcher(Multimedia Streaming) - 2026 Start (PhD),2026-03-12,https://jobright.ai/jobs/info/68d04d33fb49c96ca6eaeded?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Diego, CA",ByteDance,$$57-$$57 /hr,2026,,"Content,Data Mining",10000+,"1. Currently pursuing a PhD in computer science/electrical engineering or a related technical discipline
2. Strong publication record in top tier academic conferences or journals in the field
3. Solving problems with large scale systems"
Software Engineer Intern (Business Integrity) - 2026 Summer (BS/MS),2026-03-12,https://jobright.ai/jobs/info/6976dfe6bc8e722e7b1b54da?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Jose, CA",TikTok,$45-$60 /hr,2026-Summer,,"Content Creators,Content Discovery",10000+,"1. Currently pursuing an Bachelor's or Master's degree in Computer Science or related fields or equivalent practical experience
2. Excellent programming, debugging, and optimization skills in general purpose programming languages
3. Ability to think critically and to formulate solutions to problems in a clear and concise way.
..."
Engineering Internship Program 2026,2026-03-12,https://jobright.ai/jobs/info/69b27e24ad360c0340a759ca?utm_source=1099&utm_campaign=Software Engineer,Hybrid,United States,k-ID,N/A,2026,,"Compliance,Identity Management",51-100,"1. Currently enrolled in a Bachelor's or Master's degree in Computer Science, Software Engineering, or related technical field with strong academic standing
2. Proficiency in one of our primary languages (Go, React, TypeScript) with demonstrated experience through previous internships
3. Strong problem-solving and analytical skills with ability to learn new technologies quickly and work collaboratively in a team environment
..."
"Intern, Engineering Software (Lehi, UT)",2026-03-12,https://jobright.ai/jobs/info/69b3d8b7ad360c0340a912ae?utm_source=1099&utm_campaign=Software Engineer,On Site,"Lehi, UT",Ventus ,N/A,,,"Information Technology,Network Security",51-100,"1. An understanding of and/or willingness to learn software development in an Agile environment
2. Analytical problem-solving skills
3. Solid interpersonal and communication skills
..."
"Intern, Software Engineering and Data Operator",2026-03-12,https://jobright.ai/jobs/info/69bd19904828227293ff5061?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Wichita, KS",Bombardier,N/A,,,"Aerospace,Commercial",10000+,"1. You must be enrolled in a degree program in a related field (e.g. Computer Science, Computer Technology, Engineering or Electronic Engineering Technology)
2. Experience with Windows and Linux operating system
3. Experience with relational databases (e.g. SQL, Oracle, PostgreSQL)
..."
Intern - Software Engineer,2026-03-11,https://jobright.ai/jobs/info/69b1b82865de58104c70b818?utm_source=1099&utm_campaign=Software Engineer,On Site,"Tempe, AZ",Benchmark,$21-$21 /hr,,,"Electronics,Manufacturing",10000+,"1. Currently pursuing a degree in Computer Science, Software Engineering, or a related field.
2. Understanding of programming languages such as Java, Python, C++, JavaScript, and HTML/CSS.
3. Knowledge of software development methodologies and best practices.
..."
Software V&V Engineer Intern,2026-03-11,https://jobright.ai/jobs/info/69b1fe8765de58104c716cc3?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Irvine, CA
Irvine, CA, US",Diality,$24-$26 /hr,,,"Health Care,Health Diagnostics",11-50,"1. Ability to carefully follow detailed test steps and execute test cases with accuracy and consistency.
2. Strong attention to detail with the ability to identify, document, and clearly report defects.
3. Basic understanding of software testing concepts (test cases, test plans, bug reports, regression testing).
..."
Software Engineer Intern (Summer 2026),2026-03-11,https://jobright.ai/jobs/info/69b233e2ae2a534885e92778?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
San Francisco, CA
San Francisco",Zip,$58-$60 /hr,2026-Summer,,"Compliance,Enterprise Resource Planning (ERP)",501-1000,"1. Pursuing a BS or MS in Computer Science or a related technical field involving coding (e.g. physics or math), with an expected graduation date between December 2026 - June 2027
2. Experience with web applications and API development. At Zip, our stack includes Python, Javascript/TypeScript, React, and GraphQL
3. Ability and interest to quickly learn new frameworks, architecture patterns, and programming languages as needed
..."
Intern - Firmware Engineer - Summer 2026,2026-03-11,https://jobright.ai/jobs/info/69b235c1ad360c0340a6eff6?utm_source=1099&utm_campaign=Software Engineer,On Site,"Fort Collins, CO",Advanced Energy,$26-$36 /hr,2026-Summer,,,1001-5000,"1. Programming ability in high level languages such as Python, HDL, C, C++, and/or assembly languages in embedded environment
2. Working knowledge of microcontrollers, field-programmable gate arrays, hardware circuit theory, and/or software development tools
3. Demonstrated proficiency with Windows-based platforms and with computer-based design and analysis tools, working knowledge of MS Office Suite
..."
Manufacturing Software Engineering Intern,2026-03-11,https://jobright.ai/jobs/info/69405e4caa598a08c3f000d5?utm_source=1099&utm_campaign=Software Engineer,On Site,"Sunnyvale, CA",Intuitive,$37-$49 /hr,,,"Health Care,Manufacturing",10000+,"1. Current enrollment in a Computer Science, Mechatronics Engineering or related degree-seeking program at the Bachelor’s or Master’s level.
2. Hands-on experience on at least one modern programming language (C#/Python preferred)
3. Enthusiasm and passion for automation
..."
"Software Engineer Intern, Cloud Services - HP IQ",2026-03-11,https://jobright.ai/jobs/info/69c0bafb79e36d3a847d070f?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
San Francisco, CA
San Francisco, California, United States of America",HP,$45-$48 /hr,,,"Computer,Consumer Electronics",10000+,"1. Currently pursuing a Master's or PhD degree in Computer Science or related field.
2. Experience or strong interest in hardware-software integration, cloud services, and AI technologies.
3. Ability to work independently in a small, fast-paced team environment.
..."
Intern - Web Applications and DBs,2026-03-11,https://jobright.ai/jobs/info/69b2255cd04c69566c74d937?utm_source=1099&utm_campaign=Software Engineer,On Site,"Saxonburg, PA",Coherent Corp.,N/A,,,,5001-10000,"1. Computer Science or Network Engineering major
2. Ability to work creatively in multi-disciplinary teams and strive for innovative solutions
3. Experience in web application development in C#, .NET, or equivalent development environment as well as SQL or equivalent database experience a must
..."
"Intern, Computer Science",2026-03-11,https://jobright.ai/jobs/info/69b22543548f140066e86236?utm_source=1099&utm_campaign=Software Engineer,On Site,"Newark, DE",Coherent Corp.,$29-$29 /hr,,,,5001-10000,"1. Education Level Required: Bachelor's + Rising Junior (completed 2 years by start)
2. Majors: Computer Science, Electrical Engineering
3. Excel VBA/Macro
..."
Software Imaging Intern,2026-03-11,https://jobright.ai/jobs/info/69b21ddad04c69566c74d26d?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
US-CA-Irvine
Irvine, CA, US","Canon Financial Services, Inc.",$25-$40 /hr,,,"Banking,Financial Services",10000+,"1. Undergraduate and graduate student in Computer Science, Engineering, or related field.
2. Strong mathematical background and ability to apply it to new problems.
3. Strong written and oral communication skills.
..."
Software Engineering Intern,2026-03-11,https://jobright.ai/jobs/info/69b1ce7b548f140066e7a9ae?utm_source=1099&utm_campaign=Software Engineer,On Site,"Dallas, TX",Texas Instruments,N/A,,,"Computer,DSP",10000+,"1. Currently pursuing an undergraduate degree in Computer Engineering, Computer Science or related field
2. Cumulative 3.0/4.0 GPA or higher"
